"""Africa, x""","""Africa, y""","""Africa, text""","""Africa, size""","""Americas, x""","""Americas, y""","""Americas, text""","""Americas, size""","""Asia, x""","""Asia, y""","""Asia, text""","""Asia, size""","""Europe, x""","""Europe, y""","""Europe, text""","""Europe, size""","""Oceania, x""","""Oceania, y""","""Oceania, text""","""Oceania, size"""
277.5518587,46.462,"""Country: Congo, Dem. Rep.<br>Life Expectancy: 46.462<br>GDP per capita: 277.5518587<br>Population: 64606759.0<br>Year: 2007""",41.5024010006,5728.353514,71.878,Country: El Salvador<br>Life Expectancy: 71.878<br>GDP per capita: 5728.353514<br>Population: 6939688.0<br>Year: 2007,9.10829395579,25523.2771,80.745,Country: Israel<br>Life Expectancy: 80.745<br>GDP per capita: 25523.2771<br>Population: 6426679.0<br>Year: 2007,4.18865253072,32170.37442,79.406,Country: Germany<br>Life Expectancy: 79.406<br>GDP per capita: 32170.37442<br>Population: 82400996.0<br>Year: 2007,60,,,,
3632.557798,55.322,"""Country: Congo, Rep.<br>Life Expectancy: 55.322<br>GDP per capita: 3632.557798<br>Population: 3800610.0<br>Year: 2007""",10.0660920623,5186.050003,70.259,Country: Guatemala<br>Life Expectancy: 70.259<br>GDP per capita: 5186.050003<br>Population: 12572928.0<br>Year: 2007,12.259853479,31656.06806,82.603,Country: Japan<br>Life Expectancy: 82.603<br>GDP per capita: 31656.06806<br>Population: 127467972.0<br>Year: 2007,18.6544122004,27538.41188,79.483,Country: Greece<br>Life Expectancy: 79.483<br>GDP per capita: 27538.41188<br>Population: 10706290.0<br>Year: 2007,21.6274103899,,,,
1544.750112,48.328,Country: Cote d'Ivoire<br>Life Expectancy: 48.328<br>GDP per capita: 1544.750112<br>Population: 18013409.0<br>Year: 2007,21.9145319605,1201.637154,60.916,Country: Haiti<br>Life Expectancy: 60.916<br>GDP per capita: 1201.637154<br>Population: 8502814.0<br>Year: 2007,10.0820397421,4519.461171,72.535,Country: Jordan<br>Life Expectancy: 72.535<br>GDP per capita: 4519.461171<br>Population: 6053193.0<br>Year: 2007,4.06511926238,18008.94444,73.338,Country: Hungary<br>Life Expectancy: 73.338<br>GDP per capita: 18008.94444<br>Population: 9956108.0<br>Year: 2007,20.8559424285,,,,
2082.481567,54.791,Country: Djibouti<br>Life Expectancy: 54.791<br>GDP per capita: 2082.481567<br>Population: 496374.0<br>Year: 2007,3.63779948601,3548.330846,70.198,Country: Honduras<br>Life Expectancy: 70.198<br>GDP per capita: 3548.330846<br>Population: 7483763.0<br>Year: 2007,9.45860476129,1593.06548,67.297,"""Country: Korea, Dem. Rep.<br>Life Expectancy: 67.297<br>GDP per capita: 1593.06548<br>Population: 23301725.0<br>Year: 2007""",7.97581491207,36180.78919,81.757,Country: Iceland<br>Life Expectancy: 81.757<br>GDP per capita: 36180.78919<br>Population: 301931.0<br>Year: 2007,3.63194173268,,,,
5581.180998,71.338,Country: Egypt<br>Life Expectancy: 71.338<br>GDP per capita: 5581.180998<br>Population: 80264543.0<br>Year: 2007,46.2589864862,7320.880262,72.567,Country: Jamaica<br>Life Expectancy: 72.567<br>GDP per capita: 7320.880262<br>Population: 2780132.0<br>Year: 2007,5.76500613597,23348.13973,78.623,"""Country: Korea, Rep.<br>Life Expectancy: 78.623<br>GDP per capita: 23348.13973<br>Population: 49044790.0<br>Year: 2007""",11.5711752316,40675.99635,78.885,Country: Ireland<br>Life Expectancy: 78.885<br>GDP per capita: 40675.99635<br>Population: 4109086.0<br>Year: 2007,13.3985448769,,,,
12154.08975,51.579,Country: Equatorial Guinea<br>Life Expectancy: 51.579<br>GDP per capita: 12154.08975<br>Population: 551201.0<br>Year: 2007,3.83344505696,11977.57496,76.195,Country: Mexico<br>Life Expectancy: 76.195<br>GDP per capita: 11977.57496<br>Population: 108700891.0<br>Year: 2007,36.048202791,10461.05868,71.993,Country: Lebanon<br>Life Expectancy: 71.993<br>GDP per capita: 10461.05868<br>Population: 3921278.0<br>Year: 2007,3.27186101656,28569.7197,80.546,Country: Italy<br>Life Expectancy: 80.546<br>GDP per capita: 28569.7197<br>Population: 58147733.0<br>Year: 2007,50.4024228591,,,,
641.3695236,58.04,Country: Eritrea<br>Life Expectancy: 58.04<br>GDP per capita: 641.3695236<br>Population: 4906585.0<br>Year: 2007,11.4373104105,2749.320965,72.899,Country: Nicaragua<br>Life Expectancy: 72.899<br>GDP per capita: 2749.320965<br>Population: 5675356.0<br>Year: 2007,8.23689670993,12451.6558,74.241,Country: Malaysia<br>Life Expectancy: 74.241<br>GDP per capita: 12451.6558<br>Population: 24821286.0<br>Year: 2007,8.23176891381,9253.896111,74.543,Country: Montenegro<br>Life Expectancy: 74.543<br>GDP per capita: 9253.896111<br>Population: 684736.0<br>Year: 2007,5.46948707723,,,,
690.8055759,52.947,Country: Ethiopia<br>Life Expectancy: 52.947<br>GDP per capita: 690.8055759<br>Population: 76511887.0<br>Year: 2007,45.1646554235,9809.185636,75.537,Country: Panama<br>Life Expectancy: 75.537<br>GDP per capita: 9809.185636<br>Population: 3242173.0<br>Year: 2007,6.22565654446,3095.772271,66.803,Country: Mongolia<br>Life Expectancy: 66.803<br>GDP per capita: 3095.772271<br>Population: 2874127.0<br>Year: 2007,2.80113479409,36797.93332,79.762,Country: Netherlands<br>Life Expectancy: 79.762<br>GDP per capita: 36797.93332<br>Population: 16570613.0<br>Year: 2007,26.9063202562,,,,
13206.48452,56.735,Country: Gabon<br>Life Expectancy: 56.735<br>GDP per capita: 13206.48452<br>Population: 1454867.0<br>Year: 2007,6.22796109931,4172.838464,71.752,Country: Paraguay<br>Life Expectancy: 71.752<br>GDP per capita: 4172.838464<br>Population: 6667147.0<br>Year: 2007,8.92764846049,944,62.069,Country: Myanmar<br>Life Expectancy: 62.069<br>GDP per capita: 944.0<br>Population: 47761980.0<br>Year: 2007,11.4188453733,49357.19017,80.196,Country: Norway<br>Life Expectancy: 80.196<br>GDP per capita: 49357.19017<br>Population: 4627926.0<br>Year: 2007,14.2193001874,,,,
752.7497265,59.448,Country: Gambia<br>Life Expectancy: 59.448<br>GDP per capita: 752.7497265<br>Population: 1688359.0<br>Year: 2007,6.70913673862,7408.905561,71.421,Country: Peru<br>Life Expectancy: 71.421<br>GDP per capita: 7408.905561<br>Population: 28674757.0<br>Year: 2007,18.5147110527,1091.359778,63.785,Country: Nepal<br>Life Expectancy: 63.785<br>GDP per capita: 1091.359778<br>Population: 28901790.0<br>Year: 2007,8.88266741222,15389.92468,75.563,Country: Poland<br>Life Expectancy: 75.563<br>GDP per capita: 15389.92468<br>Population: 38518241.0<br>Year: 2007,41.0221334284,,,,
1327.60891,60.022,Country: Ghana<br>Life Expectancy: 60.022<br>GDP per capita: 1327.60891<br>Population: 22873338.0<br>Year: 2007,24.6944307004,19328.70901,78.746,Country: Puerto Rico<br>Life Expectancy: 78.746<br>GDP per capita: 19328.70901<br>Population: 3942491.0<br>Year: 2007,6.86518778141,22316.19287,75.64,Country: Oman<br>Life Expectancy: 75.64<br>GDP per capita: 22316.19287<br>Population: 3204897.0<br>Year: 2007,2.95793120569,20509.64777,78.098,Country: Portugal<br>Life Expectancy: 78.098<br>GDP per capita: 20509.64777<br>Population: 10642836.0<br>Year: 2007,21.5632245164,,,,
942.6542111,56.007,Country: Guinea<br>Life Expectancy: 56.007<br>GDP per capita: 942.6542111<br>Population: 9947814.0<br>Year: 2007,16.2853866047,18008.50924,69.819,Country: Trinidad and Tobago<br>Life Expectancy: 69.819<br>GDP per capita: 18008.50924<br>Population: 1056608.0<br>Year: 2007,3.55405392393,2605.94758,65.483,Country: Pakistan<br>Life Expectancy: 65.483<br>GDP per capita: 2605.94758<br>Population: 169270617.0<br>Year: 2007,21.496701179,10808.47561,72.476,Country: Romania<br>Life Expectancy: 72.476<br>GDP per capita: 10808.47561<br>Population: 22276056.0<br>Year: 2007,31.1963777379,,,,
579.231743,46.388,Country: Guinea-Bissau<br>Life Expectancy: 46.388<br>GDP per capita: 579.231743<br>Population: 1472041.0<br>Year: 2007,6.26461228582,42951.65309,78.242,Country: United States<br>Life Expectancy: 78.242<br>GDP per capita: 42951.65309<br>Population: 301139947.0<br>Year: 2007,60,3190.481016,71.688,Country: Philippines<br>Life Expectancy: 71.688<br>GDP per capita: 3190.481016<br>Population: 91077287.0<br>Year: 2007,15.7683435526,9786.534714,74.002,Country: Serbia<br>Life Expectancy: 74.002<br>GDP per capita: 9786.534714<br>Population: 10150265.0<br>Year: 2007,21.0583194826,,,,
1463.249282,54.11,Country: Kenya<br>Life Expectancy: 54.11<br>GDP per capita: 1463.249282<br>Population: 35610177.0<br>Year: 2007,30.8121008634,10611.46299,76.384,Country: Uruguay<br>Life Expectancy: 76.384<br>GDP per capita: 10611.46299<br>Population: 3447496.0<br>Year: 2007,6.41976234424,21654.83194,72.777,Country: Saudi Arabia<br>Life Expectancy: 72.777<br>GDP per capita: 21654.83194<br>Population: 27601038.0<br>Year: 2007,8.68047995115,18678.31435,74.663,Country: Slovak Republic<br>Life Expectancy: 74.663<br>GDP per capita: 18678.31435<br>Population: 5447502.0<br>Year: 2007,15.4270795506,,,,
1569.331442,42.592,Country: Lesotho<br>Life Expectancy: 42.592<br>GDP per capita: 1569.331442<br>Population: 2012649.0<br>Year: 2007,7.32517940329,11415.80569,73.747,Country: Venezuela<br>Life Expectancy: 73.747<br>GDP per capita: 11415.80569<br>Population: 26084662.0<br>Year: 2007,17.6587383789,47143.17964,79.972,Country: Singapore<br>Life Expectancy: 79.972<br>GDP per capita: 47143.17964<br>Population: 4553009.0<br>Year: 2007,3.52557765724,25768.25759,77.926,Country: Slovenia<br>Life Expectancy: 77.926<br>GDP per capita: 25768.25759<br>Population: 2009245.0<br>Year: 2007,9.36917752503,,,,
414.5073415,45.678,Country: Liberia<br>Life Expectancy: 45.678<br>GDP per capita: 414.5073415<br>Population: 3193942.0<br>Year: 2007,9.22779116423,,,,,3970.095407,72.396,Country: Sri Lanka<br>Life Expectancy: 72.396<br>GDP per capita: 3970.095407<br>Population: 20378239.0<br>Year: 2007,7.45872090164,28821.0637,80.941,Country: Spain<br>Life Expectancy: 80.941<br>GDP per capita: 28821.0637<br>Population: 40448191.0<br>Year: 2007,42.0372765023,,,,
12057.49928,73.952,Country: Libya<br>Life Expectancy: 73.952<br>GDP per capita: 12057.49928<br>Population: 6036914.0<br>Year: 2007,12.6864975293,,,,,4184.548089,74.143,Country: Syria<br>Life Expectancy: 74.143<br>GDP per capita: 4184.548089<br>Population: 19314747.0<br>Year: 2007,7.26148664129,33859.74835,80.884,Country: Sweden<br>Life Expectancy: 80.884<br>GDP per capita: 33859.74835<br>Population: 9031088.0<br>Year: 2007,19.8634671677,,,,
1044.770126,59.443,Country: Madagascar<br>Life Expectancy: 59.443<br>GDP per capita: 1044.770126<br>Population: 19167654.0<br>Year: 2007,22.6057398462,,,,,28718.27684,78.4,Country: Taiwan<br>Life Expectancy: 78.4<br>GDP per capita: 28718.27684<br>Population: 23174294.0<br>Year: 2007,7.9539761975,37506.41907,81.701,Country: Switzerland<br>Life Expectancy: 81.701<br>GDP per capita: 37506.41907<br>Population: 7554661.0<br>Year: 2007,18.1673887878,,,,
759.3499101,48.303,Country: Malawi<br>Life Expectancy: 48.303<br>GDP per capita: 759.3499101<br>Population: 13327079.0<br>Year: 2007,18.8495822963,,,,,7458.396327,70.616,Country: Thailand<br>Life Expectancy: 70.616<br>GDP per capita: 7458.396327<br>Population: 65068149.0<br>Year: 2007,13.3280083791,8458.276384,71.777,Country: Turkey<br>Life Expectancy: 71.777<br>GDP per capita: 8458.276384<br>Population: 71158647.0<br>Year: 2007,55.7569309549,,,,
1042.581557,54.467,Country: Mali<br>Life Expectancy: 54.467<br>GDP per capita: 1042.581557<br>Population: 12031795.0<br>Year: 2007,17.9101596256,,,,,2441.576404,74.249,Country: Vietnam<br>Life Expectancy: 74.249<br>GDP per capita: 2441.576404<br>Population: 85262356.0<br>Year: 2007,15.25666799,33203.26128,79.425,Country: United Kingdom<br>Life Expectancy: 79.425<br>GDP per capita: 33203.26128<br>Population: 60776238.0<br>Year: 2007,51.5290252099,,,,
1803.151496,64.164,Country: Mauritania<br>Life Expectancy: 64.164<br>GDP per capita: 1803.151496<br>Population: 3270065.0<br>Year: 2007,9.33710918558,,,,,3025.349798,73.422,Country: West Bank and Gaza<br>Life Expectancy: 73.422<br>GDP per capita: 3025.349798<br>Population: 4018332.0<br>Year: 2007,3.31210379889,,,,,,,,
10956.99112,72.801,Country: Mauritius<br>Life Expectancy: 72.801<br>GDP per capita: 10956.99112<br>Population: 1250882.0<br>Year: 2007,5.77487271429,,,,,2280.769906,62.698,"""Country: Yemen, Rep.<br>Life Expectancy: 62.698<br>GDP per capita: 2280.769906<br>Population: 22211743.0<br>Year: 2007""",7.78703901763,,,,,,,,
3820.17523,71.164,Country: Morocco<br>Life Expectancy: 71.164<br>GDP per capita: 3820.17523<br>Population: 33757175.0<br>Year: 2007,29.9997262842,,,,,,,,,,,,,,,,
823.6856205,42.082,Country: Mozambique<br>Life Expectancy: 42.082<br>GDP per capita: 823.6856205<br>Population: 19951656.0<br>Year: 2007,23.0634205812,,,,,,,,,,,,,,,,
4811.060429,52.906,Country: Namibia<br>Life Expectancy: 52.906<br>GDP per capita: 4811.060429<br>Population: 2055080.0<br>Year: 2007,7.40199199439,,,,,,,,,,,,,,,,
619.6768924,56.867,Country: Niger<br>Life Expectancy: 56.867<br>GDP per capita: 619.6768924<br>Population: 12894865.0<br>Year: 2007,18.5414051816,,,,,,,,,,,,,,,,
2013.977305,46.859,Country: Nigeria<br>Life Expectancy: 46.859<br>GDP per capita: 2013.977305<br>Population: 135031164.0<br>Year: 2007,60,,,,,,,,,,,,,,,,
7670.122558,76.442,Country: Reunion<br>Life Expectancy: 76.442<br>GDP per capita: 7670.122558<br>Population: 798094.0<br>Year: 2007,4.61276433954,,,,,,,,,,,,,,,,
863.0884639,46.242,Country: Rwanda<br>Life Expectancy: 46.242<br>GDP per capita: 863.0884639<br>Population: 8860588.0<br>Year: 2007,15.369704447,,,,,,,,,,,,,,,,
1598.435089,65.528,Country: Sao Tome and Principe<br>Life Expectancy: 65.528<br>GDP per capita: 1598.435089<br>Population: 199579.0<br>Year: 2007,2.30670292224,,,,,,,,,,,,,,,,
1712.472136,63.062,Country: Senegal<br>Life Expectancy: 63.062<br>GDP per capita: 1712.472136<br>Population: 12267493.0<br>Year: 2007,18.0847351992,,,,,,,,,,,,,,,,
862.5407561,42.568,Country: Sierra Leone<br>Life Expectancy: 42.568<br>GDP per capita: 862.5407561<br>Population: 6144562.0<br>Year: 2007,12.799108187,,,,,,,,,,,,,,,,
926.1410683,48.159,Country: Somalia<br>Life Expectancy: 48.159<br>GDP per capita: 926.1410683<br>Population: 9118773.0<br>Year: 2007,15.5920222915,,,,,,,,,,,,,,,,
9269.657808,49.339,Country: South Africa<br>Life Expectancy: 49.339<br>GDP per capita: 9269.657808<br>Population: 43997828.0<br>Year: 2007,34.2491551973,,,,,,,,,,,,,,,,
2602.394995,58.556,Country: Sudan<br>Life Expectancy: 58.556<br>GDP per capita: 2602.394995<br>Population: 42292929.0<br>Year: 2007,33.5790284416,,,,,,,,,,,,,,,,
4513.480643,39.613,Country: Swaziland<br>Life Expectancy: 39.613<br>GDP per capita: 4513.480643<br>Population: 1133066.0<br>Year: 2007,5.49619140466,,,,,,,,,,,,,,,,
1107.482182,52.517,Country: Tanzania<br>Life Expectancy: 52.517<br>GDP per capita: 1107.482182<br>Population: 38139640.0<br>Year: 2007,31.8876518245,,,,,,,,,,,,,,,,
882.9699438,58.42,Country: Togo<br>Life Expectancy: 58.42<br>GDP per capita: 882.9699438<br>Population: 5701579.0<br>Year: 2007,12.3291125671,,,,,,,,,,,,,,,,
7092.923025,73.923,Country: Tunisia<br>Life Expectancy: 73.923<br>GDP per capita: 7092.923025<br>Population: 10276158.0<br>Year: 2007,16.5519677408,,,,,,,,,,,,,,,,
1056.380121,51.542,Country: Uganda<br>Life Expectancy: 51.542<br>GDP per capita: 1056.380121<br>Population: 29170398.0<br>Year: 2007,27.887232792,,,,,,,,,,,,,,,,
1271.211593,42.384,Country: Zambia<br>Life Expectancy: 42.384<br>GDP per capita: 1271.211593<br>Population: 11746035.0<br>Year: 2007,17.6961947841,,,,,,,,,,,,,,,,
469.7092981,43.487,Country: Zimbabwe<br>Life Expectancy: 43.487<br>GDP per capita: 469.7092981<br>Population: 12311143.0<br>Year: 2007,18.1168810391,,,,,,,,,,,,,,,,
